,Release,Calendar Gross,Max Theaters,Total Gross,Release Date,Distributor,URL,Budget,Genres,MPAA,Rating,Votes,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
tt0096320,Twins,"$62,182,803","1,659","$111,938,388",Dec 9,"Universal Pictures

",https://www.boxofficemojo.com/release/rl2021033473/,15000000,Comedy Crime,,6.1,112164,"$14,357,860","$12,176,400","$16,963,065","$14,120,270","$9,068,045","$8,872,885","$6,157,535","$5,731,845","$4,071,490","$3,661,120","$2,890,915","$1,955,275","$1,540,837","$1,356,400","$1,066,520",-,-15.2%,+39.3%,-16.8%,-35.8%,-2.2%,-30.6%,-6.9%,-29%,-10.1%,-21%,-32.4%,-21.2%,-12%,-21.4%,"1,396","1,452","1,621","1,624","1,628","1,626","1,641","1,659","1,609","1,512","1,215","1,135",989,872,682,-,+56,+169,+3,+4,-2,+15,+18,-50,-97,-297,-80,-146,-117,-190,"$10,285","$8,385","$10,464","$8,694","$5,570","$5,456","$3,752","$3,455","$2,530","$2,421","$2,379","$1,722","$1,557","$1,555","$1,563"
tt0096438,Who Framed Roger Rabbit,"$156,452,370","1,598","$156,452,370",Jun 24,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl1987806721/,70000000,Adventure Animation Comedy Crime Family Fantasy Mystery,,7.7,179126,"$22,711,133","$20,285,946","$17,705,520","$14,435,582","$13,613,746","$10,772,960","$9,167,433","$7,014,342","$5,924,870","$4,620,337","$5,021,659","$2,578,481","$2,653,743","$2,102,674","$1,966,377",-,-10.7%,-12.7%,-18.5%,-5.7%,-20.9%,-14.9%,-23.5%,-15.5%,-22%,+8.7%,-48.7%,+2.9%,-20.8%,-6.5%,"1,045","1,153","1,286","1,314","1,402","1,429","1,435","1,435","1,598","1,549","1,588","1,500","1,393","1,321","1,264",-,+108,+133,+28,+88,+27,+6,-,+163,-49,+39,-88,-107,-72,-57,"$21,733","$17,594","$13,767","$10,985","$9,710","$7,538","$6,388","$4,888","$3,707","$2,982","$3,162","$1,718","$1,905","$1,591","$1,555"
tt0096764,The Adventures of Baron Munchausen,"$8,083,123",120,"$8,083,123",Mar 10,"Columbia Pictures

",https://www.boxofficemojo.com/release/rl1530955265/,46630000,Adventure Comedy Fantasy,,7.2,50044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0096874,Back to the Future Part II,"$24,857,807","2,107","$118,450,002",Nov 22,"Universal Pictures

",https://www.boxofficemojo.com/release/rl2991162881/,40000000,Adventure Comedy Sci-Fi,,7.8,470532,"$15,181,100","$32,712,100","$14,582,790","$8,651,695","$6,684,085","$9,280,330","$9,834,380","$4,472,636","$3,765,455","$2,919,285","$2,187,235","$1,904,845","$1,387,485","$875,220","$611,185",-,+115.5%,-55.4%,-40.7%,-22.7%,+38.8%,+6%,-54.5%,-15.8%,-22.5%,-25.1%,-12.9%,-27.2%,-36.9%,-30.2%,"1,865","1,865","1,866","1,999","2,053","2,102","1,944","1,732","1,598","1,509","1,442","1,207",988,468,487,-,-,+1,+133,+54,+49,-158,-212,-134,-89,-67,-235,-219,-520,+19,"$8,140","$17,540","$7,815","$4,328","$3,255","$4,415","$5,058","$2,582","$2,356","$1,934","$1,516","$1,578","$1,404","$1,870","$1,255"
tt0096895,Batman,"$251,188,924","2,201","$251,188,924",Jun 23,"Warner Bros.

",https://www.boxofficemojo.com/release/rl3695543809/,35000000,Action Adventure,,7.5,333473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0096895,Batman2019 Re-release,"$159,419",489,"$159,419",May 4,"Fathom Events

",https://www.boxofficemojo.com/release/rl252216833/,35000000,Action Adventure,,7.5,333473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0097240,Drugstore Cowboy,"$4,729,352",87,"$4,729,352",Oct 6,"Avenue Pictures Productions

",https://www.boxofficemojo.com/release/rl2286847489/,2500000,Crime Drama,,7.3,31924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0097499,Henry V,"$9,953,550",134,"$10,161,099",Nov 8,"The Samuel Goldwyn Company

",https://www.boxofficemojo.com/release/rl475629057/,9000000,Action Biography Drama History Romance War,PG-13,7.5,27852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0097576,Indiana Jones and the Last Crusade,"$197,171,806","2,327","$197,171,806",May 24,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl2539357697/,48000000,Action Adventure,PG-13,8.2,679549,"$9,900,199","$46,011,406","$30,854,724","$23,887,877","$17,512,517","$12,071,914","$13,025,501","$8,084,748","$7,375,305","$5,463,474","$4,294,641","$3,212,259","$2,450,846","$1,603,488","$1,089,348",-,+364.8%,-32.9%,-22.6%,-26.7%,-31.1%,+7.9%,-37.9%,-8.8%,-25.9%,-21.4%,-25.2%,-23.7%,-34.6%,-32.1%,"2,327","2,327","2,327","2,327","2,327","2,103","2,103","1,917","1,717","1,523","1,203","1,002",853,511,431,-,-,-,-,-,-224,-,-186,-200,-194,-320,-201,-149,-342,-80,"$4,254","$19,772","$13,259","$10,265","$7,525","$5,740","$6,193","$4,217","$4,295","$3,587","$3,569","$3,205","$2,873","$3,137","$2,527"
tt0097662,Kill Me Again,"$283,694",221,"$283,694",Oct 27,-,https://www.boxofficemojo.com/release/rl1818002945/,4000000,Action Crime Drama Thriller,,6.3,4408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0098068,Parents,"$870,532",94,"$870,532",Jan 27,"Vestron Pictures

",https://www.boxofficemojo.com/release/rl2238285313/,3000000,Comedy Horror Mystery,,6.1,6389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0098213,Roger & Me,"$6,420,784",265,"$6,706,368",Dec 22,"Warner Bros.

",https://www.boxofficemojo.com/release/rl2876016129/,160000,Documentary,,7.4,25417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0098625,We're No Angels,"$3,644,491","1,495","$10,555,348",Dec 15,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl2759362049/,20000000,Comedy Crime,,6.2,21353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0099088,Back to the Future Part III,"$87,727,583","2,070","$87,727,583",May 25,"Universal Pictures

",https://www.boxofficemojo.com/release/rl3007940097/,40000000,Adventure Comedy Sci-Fi Western,,7.4,396367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0099165,The Bonfire of the Vanities,"$6,680,959","1,395","$15,691,192",Dec 22,"Warner Bros.

",https://www.boxofficemojo.com/release/rl1430685185/,47000000,Comedy Drama Romance,R,5.6,21382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0099348,Dances with Wolves,"$121,634,934","1,636","$184,208,848",Nov 9,"Orion Pictures

",https://www.boxofficemojo.com/release/rl944539137/,22000000,Adventure Drama Western,,8.0,235914,"$967,378","$3,871,641","$12,547,813","$9,246,632","$7,272,350","$6,456,867","$9,301,126","$14,154,904","$10,020,961","$7,234,933","$7,007,328","$5,783,004","$6,141,945","$5,533,238","$7,522,086",-,+300.2%,+224.1%,-26.3%,-21.4%,-11.2%,+44.1%,+52.2%,-29.2%,-27.8%,-3.1%,-17.5%,+6.2%,-9.9%,+35.9%,14,14,"1,048","1,053","1,051","1,196","1,254","1,269","1,282","1,285","1,301","1,302","1,343","1,548","1,554",-,-,"+1,034",+5,-2,+145,+58,+15,+13,+3,+16,+1,+41,+205,+6,"$69,098","$276,545","$11,973","$8,781","$6,919","$5,398","$7,417","$11,154","$7,816","$5,630","$5,386","$4,441","$4,573","$3,574","$4,840"
tt0099422,Dick Tracy,"$103,738,726","2,332","$103,738,726",Jun 15,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl3209659905/,47000000,Action Comedy Crime Music Romance Thriller,,6.1,56845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0099423,Die Hard 2,"$117,540,947","2,507","$117,540,947",Jul 6,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl1380943361/,70000000,Action Thriller,,7.2,330831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0099587,Flight of the Intruder,"$14,587,732","1,489","$14,587,732",Jan 18,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl642942465/,35000000,Action Drama Thriller War,,5.8,6293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0099653,Ghost,"$12,287,165","1,766","$217,631,306",Jul 13,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl3864364545/,22000000,Drama Fantasy Romance Thriller,,7.0,193373,"$19,767,951","$20,550,183","$18,014,258","$17,691,424","$14,777,965","$13,191,612","$11,069,509","$11,864,168","$8,643,231","$7,676,037","$6,590,437","$6,995,680","$6,391,096","$5,455,667","$4,708,439",-,+4%,-12.3%,-1.8%,-16.5%,-10.7%,-16.1%,+7.2%,-27.1%,-11.2%,-14.1%,+6.1%,-8.6%,-14.6%,-13.7%,"1,101","1,400","1,694","1,766","1,766","1,766","1,766","1,766","1,766","1,766","1,766","1,766","1,766","1,766","1,766",-,+299,+294,+72,-,-,-,-,-,-,-,-,-,-,-,"$17,954","$14,678","$10,634","$10,017","$8,368","$7,469","$6,268","$6,718","$4,894","$4,346","$3,731","$3,961","$3,618","$3,089","$2,666"
tt0099674,The Godfather: Part III,"$38,320,807","1,922","$66,666,062",Dec 25,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl1414825473/,54000000,Crime Drama,R,7.6,351806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0099747,Havana,"$2,731,977",835,"$9,243,140",Dec 14,"Universal Pictures

",https://www.boxofficemojo.com/release/rl2656470529/,40000000,Drama Romance War,R,6.1,7093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0099785,Home Alone,"$138,590,380","2,173","$285,761,243",Nov 16,"Twentieth Century Fox

",https://www.boxofficemojo.com/release/rl3629745665/,18000000,Comedy Family,,7.6,453365,"$27,299,391","$25,061,924","$17,574,627","$17,754,246","$15,867,836","$23,396,819","$29,115,944","$15,521,742","$12,098,548","$12,528,153","$9,117,068","$9,844,379","$7,603,382","$8,748,257","$5,903,824",-,-8.2%,-29.9%,+1%,-10.6%,+47.4%,+24.4%,-46.7%,-22.1%,+3.6%,-27.2%,+8%,-22.8%,+15.1%,-32.5%,"1,202","1,284","1,342","1,764","2,017","2,108","2,141","2,173","2,157","2,112","2,106","2,009","1,986","1,815","1,775",-,+82,+58,+422,+253,+91,+33,+32,-16,-45,-6,-97,-23,-171,-40,"$22,711","$19,518","$13,095","$10,064","$7,867","$11,099","$13,599","$7,143","$5,608","$5,931","$4,329","$4,900","$3,828","$4,819","$3,326"
tt0099810,The Hunt for Red October,"$122,012,643","1,817","$122,012,643",Mar 2,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl4015556097/,30000000,Action Adventure Thriller,,7.6,175664,"$23,597,892","$19,251,188","$15,327,099","$11,877,040","$8,471,462","$7,048,791","$5,949,199","$4,591,022","$4,025,678","$3,139,852","$2,998,879","$2,398,483","$2,532,715","$1,473,335","$1,163,087",-,-18.4%,-20.4%,-22.5%,-28.7%,-16.8%,-15.6%,-22.8%,-12.3%,-22%,-4.5%,-20%,+5.6%,-41.8%,-21.1%,"1,225","1,665","1,817","1,817","1,817","1,765","1,702","1,682","1,479","1,377","1,323","1,241","1,061",933,933,-,+440,+152,-,-,-52,-63,-20,-203,-102,-54,-82,-180,-128,-,"$19,263","$11,562","$8,435","$6,536","$4,662","$3,993","$3,495","$2,729","$2,721","$2,280","$2,266","$1,932","$2,387","$1,579","$1,246"
tt0099938,Kindergarten Cop,"$61,962,883","1,937","$91,457,688",Dec 22,"Universal Pictures

",https://www.boxofficemojo.com/release/rl1516013057/,15000000,Action Comedy Crime,,6.1,133979,"$16,136,905","$19,191,170","$11,689,740","$8,133,105","$7,943,240","$5,517,050","$4,659,670","$3,050,920","$2,023,775","$1,429,160","$1,386,595","$1,118,160","$1,006,483","$975,050","$1,187,825",-,+18.9%,-39.1%,-30.4%,-2.3%,-30.5%,-15.5%,-34.5%,-33.7%,-29.4%,-3%,-19.4%,-10%,-3.1%,+21.8%,"1,916","1,922","1,929","1,937","1,871","1,901","1,709","1,475","1,102",884,718,641,545,548,552,-,+6,+7,+8,-66,+30,-192,-234,-373,-218,-166,-77,-96,+3,+4,"$8,422","$9,985","$6,060","$4,198","$4,245","$2,902","$2,726","$2,068","$1,836","$1,616","$1,931","$1,744","$1,846","$1,779","$2,151"
tt0100029,Lionheart,"$24,078,196","1,485","$24,078,196",Jan 11,"Universal Pictures

",https://www.boxofficemojo.com/release/rl3680404993/,6000000,Action Crime Drama Sport,R,6.2,32323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100142,Metropolitan,"$2,938,208",5,"$2,938,208",Aug 3,"New Line Cinema

",https://www.boxofficemojo.com/release/rl1734510081/,230000,Comedy Drama Romance,,7.4,9355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100142,Metropolitan2015 Re-release,"$22,284",3,"$22,284",Aug 7,"Rialto Pictures

",https://www.boxofficemojo.com/release/rl1669170689/,230000,Comedy Drama Romance,,7.4,9355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100332,Paris Is Burning,"$3,779,620",91,"$3,779,620",Aug 9,"Miramax

",https://www.boxofficemojo.com/release/rl4217996801/,500000,Documentary,R,8.2,12223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100332,Paris Is Burning2019 Re-release,"$125,677",6,"$125,677",Jun 14,"Janus Films

",https://www.boxofficemojo.com/release/rl3137897985/,500000,Documentary,R,8.2,12223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100405,Pretty Woman,"$170,111,732","1,811","$178,406,268",Mar 23,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl2439742977/,14000000,Comedy Romance,R,7.0,282937,"$15,865,725","$17,161,608","$16,147,956","$14,226,496","$10,773,151","$9,658,138","$9,135,875","$10,402,558","$8,669,682","$9,945,130","$6,857,548","$6,607,172","$5,402,728","$5,102,079","$5,158,503",-,+8.2%,-5.9%,-11.9%,-24.3%,-10.3%,-5.4%,+13.9%,-16.7%,+14.7%,-31%,-3.7%,-18.2%,-5.6%,+1.1%,"1,325","1,538","1,707","1,707","1,707","1,710","1,726","1,794","1,811","1,803","1,791","1,777","1,602","1,484","1,305",-,+213,+169,-,-,+3,+16,+68,+17,-8,-12,-14,-175,-118,-179,"$11,974","$11,158","$9,459","$8,334","$6,311","$5,648","$5,293","$5,798","$4,787","$5,515","$3,828","$3,718","$3,372","$3,438","$3,952"
tt0100758,Teenage Mutant Ninja Turtles,"$135,265,915","2,377","$135,265,915",Mar 30,"New Line Cinema

",https://www.boxofficemojo.com/release/rl4235560449/,13500000,Action Adventure Comedy Family Sci-Fi,,6.8,84116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100802,Total Recall,"$119,394,840","2,131","$119,394,840",Jun 1,"Sony Pictures Entertainment (SPE)

",https://www.boxofficemojo.com/release/rl74941953/,65000000,Action Sci-Fi Thriller,,7.5,296952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0100802,Total Recall2012 Re-release,"$18,081",2,"$18,081",Aug 10,"Rialto Pictures

",https://www.boxofficemojo.com/release/rl41387521/,65000000,Action Sci-Fi Thriller,,7.5,296952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0101272,The Addams Family,"$19,933,449","2,411","$113,502,426",Nov 22,"Paramount Pictures

",https://www.boxofficemojo.com/release/rl1749059073/,30000000,Comedy Fantasy,,6.9,128439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0101356,Another You,"$2,865,916","1,287","$2,865,916",Jul 26,"TriStar Pictures

",https://www.boxofficemojo.com/release/rl138577409/,17000000,Comedy Crime,R,5.4,3551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0101414,Beauty and the Beast,"$72,846,175","1,960","$145,863,363",Nov 15,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl4490753/,25000000,Animation Family Fantasy Musical Romance,,8.0,411829,"$24,808,380","$10,993,951","$6,526,469","$3,294,395","$1,121,631","$428,903","$70,499","$20,931","$11,306","$3,778","$2,379","$127,850","$106,908","$42,454","$32,937",-,-55.7%,-40.6%,-49.5%,-66%,-61.8%,-83.6%,-70.3%,-46%,-66.6%,-37%,"+5,274.1%",-16.4%,-60.3%,-22.4%,"2,625","2,625","2,145","1,719",678,214,59,24,7,5,2,59,58,39,31,-,-,-480,-426,"-1,041",-464,-155,-35,-17,-2,-3,+57,-1,-19,-8,"$9,450","$4,188","$3,042","$1,916","$1,654","$2,004","$1,194",$872,"$1,615",$755,"$1,189","$2,166","$1,843","$1,088","$1,062"
tt0101414,Beauty and the Beast2000 IMAX Release,"$24,168,654",68,"$25,487,190",Jan 1,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl21267969/,25000000,Animation Family Fantasy Musical Romance,,8.0,411829,"$24,808,380","$10,993,951","$6,526,469","$3,294,395","$1,121,631","$428,903","$70,499","$20,931","$11,306","$3,778","$2,379","$127,850","$106,908","$42,454","$32,937",-,-55.7%,-40.6%,-49.5%,-66%,-61.8%,-83.6%,-70.3%,-46%,-66.6%,-37%,"+5,274.1%",-16.4%,-60.3%,-22.4%,"2,625","2,625","2,145","1,719",678,214,59,24,7,5,2,59,58,39,31,-,-,-480,-426,"-1,041",-464,-155,-35,-17,-2,-3,+57,-1,-19,-8,"$9,450","$4,188","$3,042","$1,916","$1,654","$2,004","$1,194",$872,"$1,615",$755,"$1,189","$2,166","$1,843","$1,088","$1,062"
tt0101414,Beauty and the Beast2012 3D Release,"$47,617,067","2,625","$47,617,067",Jan 13,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl256148993/,25000000,Animation Family Fantasy Musical Romance,,8.0,411829,"$24,808,380","$10,993,951","$6,526,469","$3,294,395","$1,121,631","$428,903","$70,499","$20,931","$11,306","$3,778","$2,379","$127,850","$106,908","$42,454","$32,937",-,-55.7%,-40.6%,-49.5%,-66%,-61.8%,-83.6%,-70.3%,-46%,-66.6%,-37%,"+5,274.1%",-16.4%,-60.3%,-22.4%,"2,625","2,625","2,145","1,719",678,214,59,24,7,5,2,59,58,39,31,-,-,-480,-426,"-1,041",-464,-155,-35,-17,-2,-3,+57,-1,-19,-8,"$9,450","$4,188","$3,042","$1,916","$1,654","$2,004","$1,194",$872,"$1,615",$755,"$1,189","$2,166","$1,843","$1,088","$1,062"
tt0101453,Billy Bathgate,"$15,565,363","1,177","$15,565,363",Nov 1,"Walt Disney Studios Motion Pictures

",https://www.boxofficemojo.com/release/rl1548191233/,48000000,Crime Drama Thriller,R,5.9,11111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0101507,Boyz n the Hood,"$57,504,069",931,"$57,504,069",Jul 12,"Columbia Pictures

",https://www.boxofficemojo.com/release/rl3779495425/,6500000,Crime Drama,R,7.8,122642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0101587,City Slickers,"$124,033,791","2,171","$124,033,791",Jun 7,"Columbia Pictures

",https://www.boxofficemojo.com/release/rl3393947137/,27000000,Comedy Western,,6.8,47528,"$19,362,020","$17,201,418","$15,661,999","$14,189,324","$11,629,559","$8,569,336","$7,293,866","$5,754,549","$3,838,895","$2,608,160","$2,512,382","$2,055,644","$2,232,417","$1,781,147","$1,712,278",-,-11.2%,-8.9%,-9.4%,-18%,-26.3%,-14.9%,-21.1%,-33.3%,-32.1%,-3.7%,-18.2%,+8.6%,-20.2%,-3.9%,"1,992","2,001","2,065","2,108","2,171","2,151","2,051","1,816","1,372","1,140","1,139","1,060","1,020","1,215","1,180",-,+9,+64,+43,+63,-20,-100,-235,-444,-232,-1,-79,-40,+195,-35,"$9,719","$8,596","$7,584","$6,731","$5,356","$3,983","$3,556","$3,168","$2,798","$2,287","$2,205","$1,939","$2,188","$1,465","$1,451"
tt0101588,City of Hope,"$1,345,015",84,"$1,345,015",Oct 11,"The Samuel Goldwyn Company

",https://www.boxofficemojo.com/release/rl3746268673/,3000000,Crime Drama,R,7.3,2226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
